Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,DS
748,2023-03-20,CUST748,Male,25,Clothing,3,50,150,2025-10-17
749,2023-05-03,CUST749,Male,42,Beauty,1,30,30,2025-10-17
750,2023-03-06,CUST750,Female,35,Clothing,3,25,75,2025-10-17
751,2023-08-31,CUST751,Female,42,Clothing,2,25,50,2025-10-17
752,2023-12-09,CUST752,Male,29,Clothing,2,50,100,2025-10-17
753,2023-02-28,CUST753,Female,32,Clothing,1,30,30,2025-10-17
754,2023-10-16,CUST754,Female,43,Electronics,4,25,100,2025-10-17
755,2023-04-22,CUST755,Female,58,Clothing,3,25,75,2025-10-17
756,2023-08-27,CUST756,Female,62,Electronics,4,300,1200,2025-10-17
757,2023-12-25,CUST757,Female,43,Electronics,4,300,1200,2025-10-17
758,2023-05-12,CUST758,Male,64,Clothing,4,25,100,2025-10-17
759,2023-07-08,CUST759,Male,49,Electronics,2,50,100,2025-10-17
760,2023-03-27,CUST760,Male,27,Beauty,1,500,500,2025-10-17
761,2023-11-07,CUST761,Female,33,Clothing,1,500,500,2025-10-17
762,2023-11-07,CUST762,Female,24,Electronics,2,25,50,2025-10-17
763,2023-02-28,CUST763,Male,34,Clothing,2,25,50,2025-10-17
764,2023-03-25,CUST764,Female,40,Clothing,1,25,25,2025-10-17
765,2023-06-09,CUST765,Male,43,Clothing,4,50,200,2025-10-17
766,2023-02-25,CUST766,Male,38,Electronics,3,300,900,2025-10-17
767,2023-10-24,CUST767,Male,39,Beauty,3,25,75,2025-10-17
768,2023-01-14,CUST768,Female,24,Beauty,3,25,75,2025-10-17
769,2023-06-09,CUST769,Female,31,Electronics,4,30,120,2025-10-17
770,2023-10-22,CUST770,Male,32,Clothing,1,50,50,2025-10-17
771,2023-12-13,CUST771,Male,24,Electronics,2,25,50,2025-10-17
772,2023-07-12,CUST772,Male,26,Electronics,1,30,30,2025-10-17
773,2023-07-23,CUST773,Male,25,Electronics,4,500,2000,2025-10-17
774,2023-04-12,CUST774,Female,40,Clothing,2,25,50,2025-10-17
775,2023-02-08,CUST775,Female,46,Electronics,4,25,100,2025-10-17
776,2023-10-31,CUST776,Male,35,Clothing,3,30,90,2025-10-17
777,2023-12-20,CUST777,Male,48,Electronics,3,50,150,2025-10-17
778,2023-11-18,CUST778,Female,47,Beauty,4,25,100,2025-10-17
779,2023-05-05,CUST779,Female,56,Electronics,2,500,1000,2025-10-17
780,2023-02-22,CUST780,Male,52,Electronics,2,25,50,2025-10-17
781,2023-12-23,CUST781,Male,35,Beauty,1,500,500,2025-10-17
782,2023-06-04,CUST782,Male,59,Clothing,3,300,900,2025-10-17
783,2023-12-17,CUST783,Female,56,Clothing,1,300,300,2025-10-17
784,2023-11-04,CUST784,Female,34,Electronics,1,500,500,2025-10-17
785,2023-03-03,CUST785,Female,31,Beauty,4,50,200,2025-10-17
786,2023-10-17,CUST786,Male,48,Clothing,4,25,100,2025-10-17
787,2023-01-22,CUST787,Male,41,Electronics,1,25,25,2025-10-17
788,2023-06-27,CUST788,Female,52,Beauty,3,300,900,2025-10-17
789,2023-09-30,CUST789,Female,61,Clothing,4,500,2000,2025-10-17
790,2023-08-08,CUST790,Male,62,Clothing,1,25,25,2025-10-17
791,2023-12-05,CUST791,Female,51,Beauty,1,25,25,2025-10-17
792,2023-07-09,CUST792,Female,20,Beauty,1,50,50,2025-10-17
793,2023-02-05,CUST793,Male,54,Beauty,1,30,30,2025-10-17
794,2023-09-17,CUST794,Female,60,Beauty,1,300,300,2025-10-17
795,2023-11-28,CUST795,Male,57,Electronics,1,300,300,2025-10-17
796,2023-06-24,CUST796,Male,43,Beauty,4,30,120,2025-10-17
797,2023-01-07,CUST797,Male,40,Clothing,3,25,75,2025-10-17
798,2023-08-04,CUST798,Male,61,Clothing,1,50,50,2025-10-17
799,2023-09-08,CUST799,Male,56,Electronics,2,50,100,2025-10-17
800,2023-02-24,CUST800,Male,32,Clothing,4,300,1200,2025-10-17
801,2023-08-10,CUST801,Male,21,Clothing,4,50,200,2025-10-17
802,2023-07-05,CUST802,Female,46,Beauty,1,30,30,2025-10-17
803,2023-11-22,CUST803,Male,39,Clothing,4,25,100,2025-10-17
804,2023-08-24,CUST804,Male,42,Electronics,1,30,30,2025-10-17
805,2023-12-29,CUST805,Female,30,Beauty,3,500,1500,2025-10-17
806,2023-03-20,CUST806,Female,35,Beauty,3,300,900,2025-10-17
807,2023-08-11,CUST807,Female,50,Electronics,4,50,200,2025-10-17
808,2023-04-01,CUST808,Male,33,Beauty,4,500,2000,2025-10-17
809,2023-09-25,CUST809,Female,62,Beauty,2,50,100,2025-10-17
810,2023-11-30,CUST810,Male,59,Electronics,4,25,100,2025-10-17
811,2023-05-19,CUST811,Male,61,Beauty,2,25,50,2025-10-17
812,2023-11-12,CUST812,Male,19,Electronics,3,25,75,2025-10-17
813,2023-10-03,CUST813,Male,52,Electronics,3,50,150,2025-10-17
814,2023-09-05,CUST814,Female,59,Clothing,1,500,500,2025-10-17
815,2023-08-27,CUST815,Female,51,Clothing,3,25,75,2025-10-17
816,2023-08-12,CUST816,Male,47,Beauty,2,500,1000,2025-10-17
817,2023-10-31,CUST817,Male,30,Beauty,4,50,200,2025-10-17
818,2023-05-18,CUST818,Male,30,Electronics,1,500,500,2025-10-17
819,2023-06-15,CUST819,Female,35,Beauty,2,50,100,2025-10-17
820,2023-05-06,CUST820,Male,49,Electronics,4,50,200,2025-10-17
821,2023-02-14,CUST821,Male,49,Electronics,1,300,300,2025-10-17
822,2023-05-23,CUST822,Female,52,Beauty,3,50,150,2025-10-17
823,2023-08-19,CUST823,Female,56,Electronics,2,50,100,2025-10-17
824,2023-05-05,CUST824,Male,63,Clothing,4,30,120,2025-10-17
825,2023-08-26,CUST825,Female,46,Beauty,1,25,25,2025-10-17
826,2023-10-19,CUST826,Female,46,Clothing,1,300,300,2025-10-17
827,2023-11-09,CUST827,Male,61,Beauty,3,300,900,2025-10-17
828,2023-12-09,CUST828,Female,33,Electronics,4,300,1200,2025-10-17
829,2023-07-14,CUST829,Male,61,Beauty,3,30,90,2025-10-17
830,2023-06-22,CUST830,Female,64,Clothing,3,50,150,2025-10-17
831,2023-01-15,CUST831,Male,27,Electronics,4,25,100,2025-10-17
832,2023-09-11,CUST832,Male,47,Beauty,4,500,2000,2025-10-17
833,2023-06-16,CUST833,Male,42,Beauty,4,50,200,2025-10-17
834,2023-04-04,CUST834,Female,56,Beauty,2,30,60,2025-10-17
835,2023-09-07,CUST835,Male,37,Clothing,4,50,200,2025-10-17
836,2023-04-19,CUST836,Female,22,Clothing,1,50,50,2025-10-17
837,2023-07-01,CUST837,Male,18,Beauty,3,30,90,2025-10-17
838,2023-05-13,CUST838,Male,47,Electronics,2,300,600,2025-10-17
839,2023-06-24,CUST839,Female,20,Electronics,4,300,1200,2025-10-17
840,2023-05-24,CUST840,Male,62,Clothing,2,25,50,2025-10-17
841,2023-11-02,CUST841,Male,31,Electronics,4,25,100,2025-10-17
842,2023-12-26,CUST842,Female,47,Clothing,2,300,600,2025-10-17
843,2023-05-22,CUST843,Male,21,Beauty,3,500,1500,2025-10-17
844,2023-10-12,CUST844,Male,35,Clothing,3,50,150,2025-10-17
845,2023-01-06,CUST845,Male,54,Clothing,1,500,500,2025-10-17
846,2023-09-22,CUST846,Male,42,Beauty,1,50,50,2025-10-17
847,2023-04-08,CUST847,Female,18,Electronics,4,300,1200,2025-10-17
848,2023-02-13,CUST848,Female,63,Clothing,3,25,75,2025-10-17
849,2023-05-04,CUST849,Male,32,Clothing,2,25,50,2025-10-17
850,2023-07-28,CUST850,Female,26,Beauty,2,500,1000,2025-10-17
851,2023-09-08,CUST851,Male,32,Electronics,2,25,50,2025-10-17
852,2023-10-12,CUST852,Female,41,Clothing,1,300,300,2025-10-17
853,2023-05-04,CUST853,Male,21,Beauty,2,500,1000,2025-10-17
854,2023-12-20,CUST854,Male,29,Clothing,1,50,50,2025-10-17
855,2023-09-01,CUST855,Male,54,Beauty,1,25,25,2025-10-17
856,2023-11-27,CUST856,Male,54,Electronics,4,30,120,2025-10-17
857,2023-12-31,CUST857,Male,60,Electronics,2,25,50,2025-10-17
858,2023-09-09,CUST858,Male,23,Electronics,2,50,100,2025-10-17
859,2023-08-18,CUST859,Female,56,Electronics,3,500,1500,2025-10-17
860,2023-01-09,CUST860,Male,63,Clothing,4,50,200,2025-10-17
861,2023-02-17,CUST861,Female,41,Clothing,3,30,90,2025-10-17
862,2023-05-31,CUST862,Male,28,Electronics,4,300,1200,2025-10-17
863,2023-04-24,CUST863,Female,30,Electronics,2,25,50,2025-10-17
864,2023-07-27,CUST864,Female,51,Electronics,1,500,500,2025-10-17
865,2023-12-21,CUST865,Female,42,Clothing,1,300,300,2025-10-17
866,2023-05-05,CUST866,Male,24,Electronics,1,50,50,2025-10-17
867,2023-06-06,CUST867,Male,21,Electronics,1,500,500,2025-10-17
868,2023-12-06,CUST868,Female,25,Electronics,1,300,300,2025-10-17
869,2023-10-25,CUST869,Male,37,Beauty,3,500,1500,2025-10-17
870,2023-07-08,CUST870,Female,46,Electronics,4,30,120,2025-10-17
871,2023-08-31,CUST871,Male,62,Beauty,2,30,60,2025-10-17
872,2023-10-11,CUST872,Female,63,Beauty,3,25,75,2025-10-17
873,2023-09-29,CUST873,Female,27,Electronics,4,25,100,2025-10-17
874,2023-06-26,CUST874,Male,60,Beauty,1,30,30,2025-10-17
875,2023-08-06,CUST875,Female,51,Electronics,4,500,2000,2025-10-17
876,2023-10-09,CUST876,Male,43,Clothing,4,30,120,2025-10-17
877,2023-06-19,CUST877,Female,58,Clothing,1,25,25,2025-10-17
878,2023-06-30,CUST878,Female,20,Clothing,1,30,30,2025-10-17
879,2023-12-26,CUST879,Male,23,Clothing,1,30,30,2025-10-17
880,2023-08-21,CUST880,Male,22,Beauty,2,500,1000,2025-10-17
881,2023-05-19,CUST881,Male,22,Electronics,1,300,300,2025-10-17
882,2023-06-06,CUST882,Female,64,Electronics,2,25,50,2025-10-17
883,2023-05-09,CUST883,Male,40,Electronics,1,500,500,2025-10-17
884,2023-04-29,CUST884,Female,26,Clothing,2,30,60,2025-10-17
885,2023-03-03,CUST885,Female,52,Clothing,4,30,120,2025-10-17
886,2023-04-09,CUST886,Male,37,Electronics,3,300,900,2025-10-17
887,2023-06-11,CUST887,Male,59,Clothing,4,25,100,2025-10-17
888,2023-03-03,CUST888,Female,52,Electronics,4,25,100,2025-10-17
889,2023-10-02,CUST889,Female,35,Electronics,1,50,50,2025-10-17
890,2023-12-20,CUST890,Male,34,Electronics,2,25,50,2025-10-17
891,2023-04-05,CUST891,Male,41,Electronics,3,300,900,2025-10-17
892,2023-04-09,CUST892,Male,20,Electronics,1,50,50,2025-10-17
893,2023-04-21,CUST893,Male,49,Electronics,1,50,50,2025-10-17
894,2023-09-05,CUST894,Male,52,Electronics,1,30,30,2025-10-17
895,2023-05-22,CUST895,Female,55,Clothing,4,30,120,2025-10-17
896,2023-10-29,CUST896,Female,30,Electronics,2,25,50,2025-10-17
897,2023-09-26,CUST897,Female,64,Electronics,2,50,100,2025-10-17
898,2023-11-02,CUST898,Female,42,Clothing,3,30,90,2025-10-17
899,2023-05-25,CUST899,Male,26,Clothing,2,300,600,2025-10-17
900,2023-02-21,CUST900,Male,21,Clothing,2,30,60,2025-10-17
901,2023-04-10,CUST901,Male,31,Electronics,1,30,30,2025-10-17
902,2023-06-01,CUST902,Female,54,Beauty,1,50,50,2025-10-17
903,2023-04-27,CUST903,Female,51,Beauty,4,50,200,2025-10-17
904,2023-07-04,CUST904,Male,28,Clothing,1,500,500,2025-10-17
905,2023-04-02,CUST905,Male,58,Beauty,1,300,300,2025-10-17
906,2023-06-04,CUST906,Female,20,Clothing,1,50,50,2025-10-17
907,2023-01-08,CUST907,Female,45,Electronics,1,25,25,2025-10-17
908,2023-12-29,CUST908,Male,46,Beauty,4,300,1200,2025-10-17
909,2023-10-01,CUST909,Male,26,Electronics,1,300,300,2025-10-17
910,2023-03-06,CUST910,Female,20,Beauty,3,50,150,2025-10-17
911,2023-05-21,CUST911,Male,42,Electronics,3,300,900,2025-10-17
912,2023-01-24,CUST912,Male,51,Beauty,3,50,150,2025-10-17
913,2023-01-28,CUST913,Male,29,Electronics,3,30,90,2025-10-17
914,2023-10-11,CUST914,Female,59,Electronics,1,500,500,2025-10-17
915,2023-05-30,CUST915,Female,26,Beauty,3,30,90,2025-10-17
916,2023-12-24,CUST916,Female,32,Electronics,1,50,50,2025-10-17
917,2023-03-06,CUST917,Female,57,Electronics,4,50,200,2025-10-17
918,2023-11-23,CUST918,Female,42,Electronics,3,30,90,2025-10-17
919,2023-09-09,CUST919,Female,22,Beauty,2,25,50,2025-10-17
920,2023-02-22,CUST920,Female,28,Beauty,3,25,75,2025-10-17
921,2023-01-07,CUST921,Male,51,Electronics,3,25,75,2025-10-17
922,2023-10-21,CUST922,Male,41,Electronics,1,50,50,2025-10-17
923,2023-05-26,CUST923,Male,32,Beauty,3,300,900,2025-10-17
924,2023-08-29,CUST924,Male,55,Beauty,2,50,100,2025-10-17
925,2023-09-03,CUST925,Male,25,Electronics,1,300,300,2025-10-17
926,2023-08-14,CUST926,Male,22,Electronics,1,30,30,2025-10-17
927,2023-06-24,CUST927,Male,43,Electronics,4,500,2000,2025-10-17
928,2023-04-05,CUST928,Female,35,Clothing,4,300,1200,2025-10-17
929,2023-01-27,CUST929,Female,23,Beauty,3,25,75,2025-10-17
930,2023-05-10,CUST930,Male,54,Clothing,4,50,200,2025-10-17
931,2023-09-02,CUST931,Male,30,Beauty,4,30,120,2025-10-17
932,2023-02-28,CUST932,Female,45,Beauty,4,25,100,2025-10-17
933,2023-02-03,CUST933,Male,22,Beauty,1,30,30,2025-10-17
934,2023-07-25,CUST934,Male,30,Beauty,1,500,500,2025-10-17
935,2023-09-09,CUST935,Female,34,Beauty,1,50,50,2025-10-17
936,2023-02-07,CUST936,Male,57,Beauty,4,50,200,2025-10-17
937,2023-10-23,CUST937,Female,62,Beauty,1,500,500,2025-10-17
938,2023-11-19,CUST938,Male,49,Clothing,4,50,200,2025-10-17
939,2023-12-18,CUST939,Female,46,Electronics,1,300,300,2025-10-17
940,2023-01-28,CUST940,Female,20,Electronics,1,30,30,2025-10-17
941,2023-03-19,CUST941,Female,57,Clothing,2,25,50,2025-10-17
942,2023-03-18,CUST942,Male,51,Clothing,3,500,1500,2025-10-17
943,2023-10-16,CUST943,Female,57,Clothing,4,300,1200,2025-10-17
944,2023-06-05,CUST944,Male,44,Clothing,2,25,50,2025-10-17
945,2023-02-13,CUST945,Male,30,Beauty,1,25,25,2025-10-17
946,2023-05-08,CUST946,Male,62,Electronics,4,500,2000,2025-10-17
947,2023-03-02,CUST947,Male,50,Beauty,1,300,300,2025-10-17
948,2023-10-13,CUST948,Female,23,Electronics,3,25,75,2025-10-17
949,2023-08-02,CUST949,Female,41,Electronics,2,25,50,2025-10-17
950,2023-11-07,CUST950,Male,36,Clothing,3,300,900,2025-10-17
951,2023-11-02,CUST951,Male,33,Beauty,2,50,100,2025-10-17
952,2023-11-13,CUST952,Female,57,Clothing,1,25,25,2025-10-17
953,2023-04-26,CUST953,Male,45,Beauty,3,30,90,2025-10-17
954,2023-09-25,CUST954,Female,50,Electronics,3,300,900,2025-10-17
955,2023-07-14,CUST955,Male,58,Clothing,1,25,25,2025-10-17
956,2023-08-19,CUST956,Male,30,Clothing,3,500,1500,2025-10-17
957,2023-08-15,CUST957,Female,60,Electronics,4,30,120,2025-10-17
958,2023-06-02,CUST958,Male,62,Electronics,2,25,50,2025-10-17
959,2023-10-29,CUST959,Female,42,Electronics,2,30,60,2025-10-17
960,2023-08-08,CUST960,Male,59,Clothing,2,30,60,2025-10-17
961,2023-06-06,CUST961,Male,53,Beauty,4,50,200,2025-10-17
962,2023-10-19,CUST962,Male,44,Clothing,2,30,60,2025-10-17
963,2023-11-14,CUST963,Female,55,Beauty,1,50,50,2025-10-17
964,2023-01-31,CUST964,Male,24,Clothing,3,300,900,2025-10-17
965,2023-11-09,CUST965,Male,22,Clothing,4,50,200,2025-10-17
966,2023-02-20,CUST966,Male,60,Electronics,2,500,1000,2025-10-17
967,2023-04-17,CUST967,Male,62,Beauty,1,25,25,2025-10-17
968,2023-11-17,CUST968,Female,48,Clothing,3,300,900,2025-10-17
969,2023-04-19,CUST969,Female,40,Clothing,3,300,900,2025-10-17
970,2023-05-16,CUST970,Male,59,Electronics,4,500,2000,2025-10-17
971,2023-12-05,CUST971,Female,27,Electronics,4,50,200,2025-10-17
972,2023-02-11,CUST972,Male,49,Beauty,4,25,100,2025-10-17
973,2023-03-22,CUST973,Male,60,Clothing,1,50,50,2025-10-17
974,2023-05-03,CUST974,Male,47,Beauty,1,30,30,2025-10-17
975,2023-03-30,CUST975,Female,56,Clothing,4,50,200,2025-10-17
976,2023-10-10,CUST976,Female,48,Beauty,2,300,600,2025-10-17
977,2023-02-08,CUST977,Female,35,Electronics,3,25,75,2025-10-17
978,2023-03-22,CUST978,Female,53,Clothing,3,50,150,2025-10-17
979,2023-01-02,CUST979,Female,19,Beauty,1,25,25,2025-10-17
980,2023-07-29,CUST980,Female,31,Electronics,3,25,75,2025-10-17
981,2023-08-19,CUST981,Female,30,Electronics,2,30,60,2025-10-17
982,2023-12-19,CUST982,Female,46,Beauty,3,30,90,2025-10-17
983,2023-11-01,CUST983,Female,29,Clothing,1,300,300,2025-10-17
984,2023-08-29,CUST984,Male,56,Clothing,1,500,500,2025-10-17
985,2023-05-30,CUST985,Female,19,Electronics,2,25,50,2025-10-17
986,2023-01-17,CUST986,Female,49,Clothing,2,500,1000,2025-10-17
987,2023-04-29,CUST987,Female,30,Clothing,3,300,900,2025-10-17
988,2023-05-28,CUST988,Female,63,Clothing,3,25,75,2025-10-17
989,2023-12-28,CUST989,Female,44,Electronics,1,25,25,2025-10-17
990,2023-05-25,CUST990,Female,58,Beauty,2,500,1000,2025-10-17
991,2023-12-26,CUST991,Female,34,Clothing,2,50,100,2025-10-17
992,2023-08-21,CUST992,Female,57,Electronics,2,30,60,2025-10-17
993,2023-02-06,CUST993,Female,48,Electronics,3,50,150,2025-10-17
994,2023-12-18,CUST994,Female,51,Beauty,2,500,1000,2025-10-17
995,2023-04-30,CUST995,Female,41,Clothing,1,30,30,2025-10-17
996,2023-05-16,CUST996,Male,62,Clothing,1,50,50,2025-10-17
997,2023-11-17,CUST997,Male,52,Beauty,3,30,90,2025-10-17
998,2023-10-29,CUST998,Female,23,Beauty,4,25,100,2025-10-17
999,2023-12-05,CUST999,Female,36,Electronics,3,50,150,2025-10-17
1000,2023-04-12,CUST1000,Male,47,Electronics,4,30,120,2025-10-17
